0	-0.348948
0	-0.205443
0	0.701013
0	-0.135462
0	-0.497812
0	-0.0810345
0	-0.362017
0	-0.18438
0	0.777547
0	-0.617284
0	-0.189966
0	-0.0468717
0	-0.769681
0	0.328904
0	-0.00881674
0	0.368887
0	0.337716
0	0.265269
0	-0.397924
0	-0.579044
0	-0.1852
0	-0.0990786
0	0.685597
0	-0.356392
0	-0.182375
0	-0.385626
0	0.821514
0	0.842081
0	-0.451376
0	-0.855638
0	0.356603
0	0.0802038
0	-0.799162
0	0.630749
0	-0.47071
0	0.460054
0	1.1058
0	0.411461
0	0.873856
0	0.159171
0	0.381598
0	-0.598047
0	0.70659
0	-0.128196
0	-0.101111
0	-0.205443
0	0.368612
0	0.777547
0	0.670188
0	0.337716
0	-1.09615
0	0.866978
0	-0.510896
0	0.339307
0	-0.471194
0	-0.396377
0	0.132718
0	0.0209363
0	-0.567742
0	-0.541204
0	-0.184381
0	0.0926339
0	-0.610918
0	-0.471028
0	0.292465
0	-0.344034
0	-0.0442438
0	-0.0582862
0	0.233582
0	-0.769999
0	-0.250315
0	-0.179807
0	-0.0156186
0	0.842098
0	-0.953854
0	-0.541204
0	-0.370668
0	0.220152
0	-0.0562244
0	-0.176588
0	0.292258
0	-0.620011
0	0.551174
0	0.238585
0	-0.10797
0	-0.252775
0	0.42679
0	-0.684501
0	1.2176
0	-0.444819
0	0.413229
0	-0.80598
0	0.233582
0	0.750898
0	-0.410063
0	-0.1852
0	-0.611627
0	-0.304596
0	-0.827807
0	0.0849626
0	-0.135462
0	0.265269
0	0.572445
0	0.281165
0	-0.319516
0	0.337716
0	-0.348948
0	0.757243
0	-0.268636
0	-0.0468717
0	-0.27296
0	-0.887212
0	0.0398957
0	0.233582
0	0.126505
0	0.0269171
0	0.0192086
0	-0.380261
0	-0.493068
0	0.0312049
0	-0.190309
0	0.353887
0	-0.408842
0	0.738316
0	0.062435
0	-0.0181229
0	-1.01302
0	-1.01741
0	1.34393
0	0.529017
0	0.0366762
0	-0.331922
0	0.337716
0	-0.177015
0	0.380156
0	0.43279
